SA2,SA2 Name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance (income units),,,,,,,,,,,,,,,,,,,,,
31251,Coomera,8,17,459,39,376,13,168,42,296,"1,801","1,481","1,226",211,482,120,408,0,"1,613",6,<5,0,0,<5,0,103,128,"1,685",,,,,,,,,,,,,,,,,,,,,
31252,Helensvale,<5,7,"1,899",24,469,7,170,255,325,987,740,860,205,405,37,141,<5,"2,817",<5,<5,5,0,<5,0,38,136,844,,,,,,,,,,,,,,,,,,,,,
31253,Hope Island,<5,0,"1,363",13,216,0,65,415,137,483,378,406,94,261,22,68,0,"1,863",<5,<5,6,0,0,<5,17,42,737,,,,,,,,,,,,,,,,,,,,,
31254,Jacobs Well - Alberton,0,<5,428,<5,88,0,39,56,102,203,153,155,42,103,9,44,<5,688,<5,0,<5,0,<5,0,10,22,214,,,,,,,,,,,,,,,,,,,,,
31255,Ormeau - Yatala,<5,5,"1,323",30,525,22,167,107,334,"1,642","1,239","1,049",208,370,49,256,<5,"2,322",6,0,<5,0,<5,0,72,104,"1,352",,,,,,,,,,,,,,,,,,,,,
31256,Oxenford - Maudsland,<5,6,"1,153",14,450,20,154,94,327,"1,195",889,871,165,392,45,187,0,"2,063",8,<5,9,0,0,0,64,96,882,,,,,,,,,,,,,,,,,,,,,
31257,Pimpama,5,8,521,32,356,10,150,32,316,"1,894","1,639","1,219",163,472,144,461,0,"1,720",9,0,<5,0,<5,0,86,102,"1,787",,,,,,,,,,,,,,,,,,,,,
31258,Upper Coomera - Willow Vale,<5,28,"1,707",48,820,17,323,122,616,"2,997","2,309","1,872",303,744,129,484,<5,"3,614",8,<5,7,0,<5,6,142,175,"2,329",,,,,,,,,,,,,,,,,,,,,
31259,Clear Island Waters,<5,0,595,5,72,<5,23,181,60,158,122,148,37,59,<5,13,0,747,<5,0,<5,0,<5,0,8,29,165,,,,,,,,,,,,,,,,,,,,,
31260,Merrimac,0,<5,763,12,164,<5,62,48,211,645,489,418,83,217,26,103,0,"1,276",<5,<5,7,0,<5,<5,27,51,667,,,,,,,,,,,,,,,,,,,,,
31261,Robina,18,7,"2,656",68,524,10,210,448,371,"1,442","1,111","1,256",377,501,57,180,<5,"3,820",7,0,12,0,0,<5,75,292,"1,446",,,,,,,,,,,,,,,,,,,,,
31262,Varsity Lakes,8,9,"1,422",53,354,10,149,87,397,"1,261",990,"1,040",291,467,53,186,<5,"2,465",<5,0,13,0,<5,0,67,225,"1,106",,,,,,,,,,,,,,,,,,,,,
31263,Ashmore,<5,5,"1,648",30,297,5,120,196,357,676,502,606,174,334,22,99,<5,"2,484",<5,<5,5,0,<5,<5,40,136,849,,,,,,,,,,,,,,,,,,,,,
31264,Molendinar,<5,<5,478,18,190,6,109,46,205,491,388,480,125,262,21,80,0,"1,015",<5,0,<5,0,0,<5,36,72,378,,,,,,,,,,,,,,,,,,,,,
31265,Parkwood,6,7,629,33,202,<5,86,69,194,564,417,626,238,237,25,92,0,"1,134",5,0,<5,0,<5,<5,45,212,655,,,,,,,,,,,,,,,,,,,,,
31266,Southport,27,16,"4,148",128,800,12,389,462,"1,439","1,947","1,632","2,512",785,"1,543",102,363,<5,"7,242",12,16,20,0,6,<5,193,692,"3,993",,,,,,,,,,,,,,,,,,,,,
31267,Benowa,<5,<5,797,13,164,5,66,199,111,533,405,417,103,186,13,63,0,"1,177",<5,0,<5,0,<5,0,13,73,401,,,,,,,,,,,,,,,,,,,,,
31268,Bundall,<5,<5,407,5,78,0,24,103,73,223,183,206,43,97,13,35,0,595,0,0,<5,0,0,<5,12,36,241,,,,,,,,,,,,,,,,,,,,,
31269,Main Beach,0,0,374,5,41,<5,13,178,52,88,76,104,33,75,<5,15,0,516,0,0,<5,0,0,0,<5,23,207,,,,,,,,,,,,,,,,,,,,,
31270,Surfers Paradise,9,8,"2,282",69,346,<5,159,453,609,861,745,"1,138",249,917,40,149,<5,"3,718",5,6,13,0,<5,<5,89,140,"2,236",,,,,,,,,,,,,,,,,,,,,
31271,Darra - Sumner,<5,<5,312,13,120,<5,65,17,185,387,328,340,98,220,38,60,<5,756,<5,10,<5,0,0,0,17,58,370,,,,,,,,,,,,,,,,,,,,,
31272,Durack,<5,5,"1,047",18,222,6,114,90,287,713,546,693,170,405,74,87,0,"1,799",10,<5,5,0,<5,0,47,120,732,,,,,,,,,,,,,,,,,,,,,
31273,Forest Lake - Doolandella,6,13,"1,901",46,685,19,274,189,619,"2,405","1,868","1,870",450,774,139,326,<5,"3,581",9,<5,20,0,<5,<5,128,288,"1,640",,,,,,,,,,,,,,,,,,,,,
31274,Inala - Richlands,13,32,"1,655",31,691,21,450,20,"1,196","2,390","2,053","2,351",483,"1,600",260,556,<5,"4,809",7,27,25,0,7,6,229,337,"1,712",,,,,,,,,,,,,,,,,,,,,
31275,Oxley (Qld),<5,<5,663,16,138,8,50,128,161,412,326,357,103,154,25,48,0,"1,029",0,<5,<5,0,<5,0,18,70,350,,,,,,,,,,,,,,,,,,,,,
31276,Wacol,<5,11,219,5,111,<5,82,9,313,367,319,356,62,248,25,85,0,824,<5,<5,0,0,0,<5,47,25,248,,,,,,,,,,,,,,,,,,,,,
31277,Boonah,0,6,"1,682",9,391,10,166,308,401,763,546,551,122,305,22,124,<5,"2,633",<5,0,<5,0,<5,<5,38,26,588,,,,,,,,,,,,,,,,,,,,,
31278,Esk,0,<5,"1,032",8,250,<5,135,91,347,342,274,296,53,234,25,62,<5,"1,761",<5,<5,6,0,6,8,24,14,436,,,,,,,,,,,,,,,,,,,,,
31279,Lake Manchester - England Creek,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
31280,Lockyer Valley - East,11,28,"2,503",28,869,16,441,170,"1,091","1,666","1,328","1,435",276,893,100,339,<5,"5,019",9,<5,10,0,6,16,164,185,"1,579",,,,,,,,,,,,,,,,,,,,,
31281,Lowood,5,34,"1,564",14,632,13,337,124,854,"1,323","1,098","1,013",128,623,84,321,<5,"3,507",<5,<5,13,0,6,10,116,45,"1,354",,,,,,,,,,,,,,,,,,,,,
31282,Rosewood,<5,24,"1,220",13,397,9,172,174,473,816,655,647,126,383,30,183,<5,"2,303",<5,0,9,0,<5,<5,65,46,805,,,,,,,,,,,,,,,,,,,,,
31283,Brassall,10,45,"1,188",13,432,11,190,109,567,"1,164",993,827,145,499,57,285,0,"2,561",<5,0,<5,0,5,<5,87,78,"1,274",,,,,,,,,,,,,,,,,,,,,
31284,Bundamba,6,16,871,21,364,6,201,64,576,916,764,815,137,521,52,227,<5,"2,196",8,<5,5,0,<5,<5,103,64,973,,,,,,,,,,,,,,,,,,,,,
31285,Churchill - Yamanto,<5,16,500,5,266,11,107,42,252,599,494,468,79,218,28,117,0,"1,127",<5,0,<5,0,0,<5,57,55,529,,,,,,,,,,,,,,,,,,,,,
31286,Ipswich - Central,5,23,704,15,212,6,95,67,567,513,449,655,150,466,31,126,0,"1,744",<5,<5,<5,0,<5,<5,97,78,925,,,,,,,,,,,,,,,,,,,,,
31287,Ipswich - East,13,29,"2,135",33,664,17,300,184,"1,284","1,656","1,427","1,383",230,939,97,419,<5,"4,757",10,<5,12,0,<5,<5,170,90,"2,190",,,,,,,,,,,,,,,,,,,,,
31288,Ipswich - North,5,<5,280,<5,114,<5,42,64,134,260,209,204,48,91,10,58,0,595,<5,<5,0,0,<5,<5,19,25,231,,,,,,,,,,,,,,,,,,,,,
31289,Karalee - Barellan Point,0,<5,372,<5,126,<5,42,39,92,251,176,197,53,79,6,29,0,586,<5,0,<5,0,0,0,11,19,126,,,,,,,,,,,,,,,,,,,,,
31290,Karana Downs,<5,<5,355,8,111,<5,29,86,81,284,200,186,34,85,10,19,0,554,<5,0,<5,0,0,0,13,24,131,,,,,,,,,,,,,,,,,,,,,
31291,Leichhardt - One Mile,8,35,660,20,402,8,224,36,664,"1,015",894,867,134,565,84,304,0,"2,256",5,<5,<5,0,<5,<5,163,44,"1,079",,,,,,,,,,,,,,,,,,,,,
31292,North Ipswich - Tivoli,7,11,998,12,218,<5,96,49,441,556,463,492,66,321,32,132,<5,"1,866",<5,<5,<5,0,<5,<5,79,25,894,,,,,,,,,,,,,,,,,,,,,
31293,Raceview,10,24,"1,602",15,509,20,206,127,588,"1,382","1,123",982,170,473,74,265,0,"2,990",<5,<5,7,0,0,<5,112,73,"1,353",,,,,,,,,,,,,,,,,,,,,
31294,Ripley,<5,<5,198,<5,130,<5,44,32,100,528,413,320,67,106,20,98,0,511,<5,0,<5,0,0,<5,15,38,324,,,,,,,,,,,,,,,,,,,,,
31295,Riverview,<5,16,410,6,159,<5,91,16,238,388,349,337,43,224,35,127,<5,"1,022",<5,0,<5,0,<5,5,53,15,291,,,,,,,,,,,,,,,,,,,,,
31296,Bellbird Park - Brookwater,<5,11,556,21,286,10,121,55,235,"1,239",983,887,133,369,59,199,0,"1,319",5,<5,<5,0,0,<5,80,82,928,,,,,,,,,,,,,,,,,,,,,
31297,Camira - Gailes,6,<5,782,12,302,8,150,56,372,677,538,584,143,361,26,124,<5,"1,655",<5,<5,<5,0,0,<5,62,68,494,,,,,,,,,,,,,,,,,,,,,
31298,Carole Park,0,0,<5,0,<5,0,<5,0,<5,5,<5,8,<5,<5,<5,0,0,8,0,0,0,0,0,0,<5,<5,<5,,,,,,,,,,,,,,,,,,,,,
31299,Collingwood Park - Redbank,<5,8,632,20,246,6,118,24,295,964,793,756,139,337,57,192,<5,"1,419",<5,<5,<5,0,<5,0,71,67,903,,,,,,,,,,,,,,,,,,,,,
31300,Goodna,5,43,848,11,358,8,224,19,540,"1,341","1,131","1,067",156,646,97,312,<5,"2,321",<5,7,9,0,<5,<5,122,84,"1,293",,,,,,,,,,,,,,,,,,,,,
31301,New Chum,0,0,<5,0,<5,0,0,0,0,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
31302,Redbank Plains,11,29,871,38,606,19,301,36,704,"3,026","2,538","2,083",311,957,223,689,0,"3,157",12,7,9,0,<5,<5,207,174,"2,689",,,,,,,,,,,,,,,,,,,,,
31303,Springfield,<5,6,267,13,166,7,56,13,128,624,489,398,82,141,28,86,0,630,<5,0,<5,0,<5,<5,28,63,402,,,,,,,,,,,,,,,,,,,,,
31304,Springfield Lakes,<5,8,485,25,273,14,91,29,176,"1,600","1,262",907,176,299,63,226,<5,"1,166",<5,6,<5,0,<5,<5,73,120,"1,134",,,,,,,,,,,,,,,,,,,,,
31305,Beaudesert,9,37,"1,994",15,597,12,287,223,790,"1,257","1,054","1,012",156,660,77,275,<5,"3,772",5,<5,6,0,<5,6,104,52,"1,609",,,,,,,,,,,,,,,,,,,,,
31306,Beenleigh,6,9,981,11,325,11,176,44,692,838,703,855,130,590,36,215,0,"2,383",<5,<5,<5,0,<5,<5,121,66,"1,228",,,,,,,,,,,,,,,,,,,,,
31307,Eagleby,<5,19,"2,160",25,682,12,345,103,918,"1,605","1,398","1,279",156,758,105,440,<5,"4,359",5,<5,10,0,5,8,147,80,"2,544",,,,,,,,,,,,,,,,,,,,,
31308,Edens Landing - Holmview,<5,<5,539,17,237,5,108,22,288,894,735,644,96,293,46,200,0,"1,324",<5,9,<5,0,0,<5,66,54,786,,,,,,,,,,,,,,,,,,,,,
31309,Mount Warren Park,<5,7,747,11,222,<5,86,39,188,454,373,371,70,209,11,95,<5,"1,248",0,<5,<5,0,0,<5,33,32,472,,,,,,,,,,,,,,,,,,,,,
31310,Wolffdene - Bahrs Scrub,<5,7,485,14,154,5,66,77,115,439,333,320,77,124,11,87,0,846,0,<5,<5,0,0,<5,41,40,356,,,,,,,,,,,,,,,,,,,,,
31311,Boronia Heights - Park Ridge,<5,10,"1,687",10,461,13,204,112,540,"1,255","1,026",952,162,508,60,285,0,"3,055",10,8,12,0,<5,<5,83,87,"1,501",,,,,,,,,,,,,,,,,,,,,
31312,Browns Plains,<5,<5,546,5,197,5,114,14,310,809,675,655,105,340,51,165,0,"1,319",6,<5,5,0,<5,<5,63,48,644,,,,,,,,,,,,,,,,,,,,,
31313,Chambers Flat - Logan Reserve,<5,<5,523,5,156,<5,66,41,188,479,361,374,62,210,30,86,0,979,<5,0,5,0,0,0,31,30,545,,,,,,,,,,,,,,,,,,,,,
31314,Crestmead,7,24,629,18,487,11,267,11,550,"1,633","1,343","1,243",156,627,120,375,<5,"2,183",<5,<5,7,0,6,8,128,83,"1,283",,,,,,,,,,,,,,,,,,,,,
31315,Greenbank Military Camp,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
31316,Hillcrest,<5,6,554,10,196,9,92,66,254,694,561,571,120,247,37,133,0,"1,171",<5,<5,<5,0,<5,<5,47,62,556,,,,,,,,,,,,,,,,,,,,,
31317,Marsden,10,23,825,23,502,14,288,12,640,"2,013","1,673","1,647",258,759,167,381,0,"2,519",5,13,11,0,<5,<5,159,164,"1,784",,,,,,,,,,,,,,,,,,,,,
31318,Munruben - Park Ridge South,<5,<5,374,<5,135,5,48,45,113,243,177,221,40,121,14,40,0,632,<5,0,<5,0,<5,0,13,23,147,,,,,,,,,,,,,,,,,,,,,
31319,Regents Park - Heritage Park,5,13,991,17,437,17,187,41,410,"1,438","1,087","1,034",188,432,66,217,<5,"2,045",7,5,6,0,<5,6,90,123,876,,,,,,,,,,,,,,,,,,,,,
31320,Greenbank,<5,6,913,13,343,9,139,66,286,799,551,665,149,293,27,107,0,"1,611",<5,0,<5,0,<5,<5,35,62,441,,,,,,,,,,,,,,,,,,,,,
31321,Jimboomba,12,18,"1,640",33,813,31,331,99,647,"2,653","2,102","1,803",301,774,142,569,0,"3,685",14,<5,<5,0,<5,8,138,145,"1,674",,,,,,,,,,,,,,,,,,,,,
31322,Logan Village,0,6,752,6,211,<5,97,71,193,432,313,382,70,182,21,65,0,"1,259",<5,<5,5,0,<5,<5,33,23,414,,,,,,,,,,,,,,,,,,,,,
31323,Bethania - Waterford,<5,5,"1,859",16,395,11,183,77,433,992,826,771,107,393,55,212,0,"2,931",7,<5,9,0,<5,<5,61,77,"1,679",,,,,,,,,,,,,,,,,,,,,
31324,Cornubia - Carbrook,<5,<5,718,7,182,5,75,124,148,379,288,328,83,156,13,56,<5,"1,126",<5,0,<5,0,0,<5,22,34,343,,,,,,,,,,,,,,,,,,,,,
31325,Loganholme - Tanah Merah,5,<5,871,12,295,7,112,63,286,853,637,610,116,335,26,133,<5,"1,626",<5,0,5,0,<5,<5,59,57,625,,,,,,,,,,,,,,,,,,,,,
31326,Loganlea,7,27,766,25,374,12,208,25,583,"1,211","1,021","1,137",198,651,85,279,<5,"2,202",5,6,5,0,<5,7,124,126,"1,174",,,,,,,,,,,,,,,,,,,,,
31327,Shailer Park,<5,<5,841,13,248,<5,94,146,211,621,482,501,111,230,15,111,0,"1,419",<5,<5,5,0,0,0,38,75,455,,,,,,,,,,,,,,,,,,,,,
31328,Waterford West,<5,12,907,13,272,6,140,44,391,810,690,636,109,370,55,194,<5,"1,842",6,<5,5,0,<5,<5,63,57,"1,025",,,,,,,,,,,,,,,,,,,,,
31329,Daisy Hill,<5,7,539,11,121,<5,53,68,144,391,299,305,76,154,15,63,0,908,<5,<5,<5,0,0,0,19,30,310,,,,,,,,,,,,,,,,,,,,,
31330,Kingston,9,38,913,24,436,9,281,15,711,"1,391","1,183","1,433",219,831,127,333,<5,"2,673",5,13,<5,0,5,11,188,126,"1,263",,,,,,,,,,,,,,,,,,,,,
31331,Logan Central,7,17,664,11,237,5,146,20,457,878,770,"1,088",153,651,123,188,<5,"1,747",<5,43,5,0,<5,<5,123,87,968,,,,,,,,,,,,,,,,,,,,,
31332,Rochedale South - Priestdale,<5,9,"1,440",21,301,7,98,195,295,991,766,691,180,308,41,140,<5,"2,221",<5,<5,<5,0,<5,<5,40,110,648,,,,,,,,,,,,,,,,,,,,,
31333,Slacks Creek,5,34,"1,012",18,365,6,193,36,537,"1,161",989,"1,096",180,659,88,239,<5,"2,346",<5,10,10,0,<5,<5,114,78,"1,007",,,,,,,,,,,,,,,,,,,,,
31334,Springwood,<5,<5,977,12,170,5,49,159,170,592,465,485,116,221,22,96,0,"1,451",0,<5,<5,0,<5,<5,27,56,545,,,,,,,,,,,,,,,,,,,,,
31335,Underwood,<5,<5,382,8,109,5,49,45,118,536,405,411,96,171,34,61,0,725,5,<5,<5,0,<5,0,25,55,344,,,,,,,,,,,,,,,,,,,,,
31336,Woodridge,13,38,"1,245",20,460,10,307,40,880,"1,643","1,438","1,864",279,"1,190",166,405,<5,"3,404",5,43,7,0,<5,<5,212,164,"1,952",,,,,,,,,,,,,,,,,,,,,
31337,Bowen,5,43,"1,248",<5,252,<5,110,150,384,617,517,605,66,472,46,150,<5,"2,200",<5,0,6,0,<5,<5,61,11,789,,,,,,,,,,,,,,,,,,,,,
31338,Broadsound - Nebo,0,0,275,<5,98,<5,42,29,120,253,196,175,26,128,10,57,0,574,<5,0,0,0,<5,<5,11,7,157,,,,,,,,,,,,,,,,,,,,,
31339,Clermont,<5,<5,230,<5,40,<5,14,56,44,184,137,102,8,65,8,36,0,364,0,0,<5,0,<5,0,6,<5,91,,,,,,,,,,,,,,,,,,,,,
31340,Collinsville,0,<5,376,<5,77,0,38,45,115,186,139,169,19,133,17,30,0,651,<5,<5,<5,0,<5,0,6,<5,131,,,,,,,,,,,,,,,,,,,,,
31341,Moranbah,<5,11,76,0,67,<5,<5,11,37,285,245,204,18,90,7,91,0,263,0,0,<5,0,0,0,19,<5,151,,,,,,,,,,,,,,,,,,,,,
31342,Andergrove - Beaconsfield,7,45,"1,273",13,405,14,188,168,427,"1,102",942,859,124,538,51,289,<5,"2,530",<5,0,13,0,<5,<5,90,31,999,,,,,,,,,,,,,,,,,,,,,
31343,East Mackay,<5,7,422,<5,76,<5,36,48,102,207,173,207,25,140,7,58,0,695,<5,0,<5,0,0,0,26,5,261,,,,,,,,,,,,,,,,,,,,,
31344,Eimeo - Rural View,<5,41,417,8,236,9,105,87,207,861,727,631,70,325,48,257,<5,"1,202",5,0,7,0,0,<5,79,16,773,,,,,,,,,,,,,,,,,,,,,
31345,Eungella Hinterland,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
31346,Mackay,<5,12,534,7,107,<5,67,75,350,268,221,472,64,443,15,70,0,"1,240",<5,<5,<5,0,<5,<5,80,27,643,,,,,,,,,,,,,,,,,,,,,
31347,Mackay Harbour,0,0,33,0,<5,0,<5,7,10,15,15,12,<5,<5,0,<5,0,54,<5,0,0,0,0,0,0,<5,25,,,,,,,,,,,,,,,,,,,,,
31348,Mount Pleasant - Glenella,5,9,879,<5,232,5,76,263,151,441,351,366,71,159,15,95,0,"1,343",<5,0,<5,0,<5,0,32,13,334,,,,,,,,,,,,,,,,,,,,,
31349,North Mackay,<5,8,800,10,161,0,75,110,248,423,375,433,52,348,22,124,0,"1,440",<5,0,7,0,<5,<5,52,7,560,,,,,,,,,,,,,,,,,,,,,
31350,Ooralea - Bakers Creek,0,<5,369,8,126,<5,49,74,80,255,214,242,55,116,9,57,<5,627,<5,0,<5,0,<5,<5,17,40,264,,,,,,,,,,,,,,,,,,,,,
31351,Pioneer Valley,<5,9,558,<5,152,5,73,90,126,444,350,310,47,190,11,106,<5,992,<5,0,5,0,0,<5,29,15,311,,,,,,,,,,,,,,,,,,,,,
31352,Sarina,<5,29,"1,166",8,310,8,153,188,351,691,573,621,76,437,38,183,0,"2,143",<5,<5,11,0,0,5,62,13,645,,,,,,,,,,,,,,,,,,,,,
31353,Seaforth - Calen,<5,<5,808,<5,199,<5,93,188,245,332,239,336,54,227,17,61,<5,"1,371",<5,0,<5,0,<5,<5,22,10,296,,,,,,,,,,,,,,,,,,,,,
31354,Shoal Point - Bucasia,<5,21,297,7,109,<5,47,54,108,355,298,280,25,155,22,96,0,657,<5,0,5,0,0,0,26,6,311,,,,,,,,,,,,,,,,,,,,,
31355,Slade Point,<5,12,317,<5,83,<5,43,33,103,275,236,246,26,177,19,98,0,663,<5,<5,6,0,<5,<5,31,9,249,,,,,,,,,,,,,,,,,,,,,
31356,South Mackay,<5,14,773,<5,164,5,67,87,245,445,388,408,53,302,26,107,<5,"1,377",<5,0,7,0,<5,<5,47,16,466,,,,,,,,,,,,,,,,,,,,,
31357,Walkerston - Eton,0,<5,604,5,132,<5,58,156,112,356,286,272,46,160,15,83,0,966,<5,0,<5,0,<5,<5,27,10,252,,,,,,,,,,,,,,,,,,,,,
31358,West Mackay,0,8,634,<5,135,<5,48,127,214,301,251,286,55,209,9,75,0,"1,112",<5,0,6,0,0,0,29,26,379,,,,,,,,,,,,,,,,,,,,,
31359,Airlie - Whitsundays,0,7,650,12,180,7,69,117,268,781,628,559,50,387,28,166,0,"1,405",<5,0,<5,0,<5,<5,25,15,819,,,,,,,,,,,,,,,,,,,,,
31360,Cape Conway,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
31361,Proserpine,<5,11,932,<5,233,5,100,153,255,485,375,381,54,268,19,86,<5,"1,599",<5,<5,6,0,<5,<5,32,11,433,,,,,,,,,,,,,,,,,,,,,
31362,Beachmere - Sandstone Point,<5,13,"3,213",23,811,12,371,281,709,"1,039",851,972,225,638,67,214,<5,"5,010",9,<5,12,0,<5,10,76,55,"1,471",,,,,,,,,,,,,,,,,,,,,
31363,Bribie Island,<5,17,"5,447",25,990,6,429,676,"1,030",911,725,"1,015",269,750,46,168,7,"7,762",6,0,26,0,6,9,83,54,"2,282",,,,,,,,,,,,,,,,,,,,,
31364,Burpengary - East,0,0,467,<5,121,<5,47,63,121,228,172,203,47,75,10,46,0,742,0,0,<5,0,0,<5,17,13,213,,,,,,,,,,,,,,,,,,,,,
31365,Caboolture,20,50,"3,422",53,"1,152",27,577,195,"1,696","2,893","2,410","2,542",445,"1,775",202,712,<5,"7,603",13,5,20,0,9,14,371,165,"3,836",,,,,,,,,,,,,,,,,,,,,
31366,Caboolture - South,5,46,"2,141",49,"1,044",26,507,103,"1,166","2,579","2,199","2,031",324,"1,151",181,698,<5,"5,286",18,<5,12,0,<5,7,284,116,"3,062",,,,,,,,,,,,,,,,,,,,,
31367,Elimbah,<5,<5,338,5,126,<5,57,53,92,221,149,188,40,97,8,21,0,581,0,<5,<5,0,<5,0,22,17,126,,,,,,,,,,,,,,,,,,,,,
31368,Morayfield - East,<5,11,762,14,352,<5,180,47,395,966,797,714,119,422,55,233,<5,"1,835",<5,<5,<5,0,<5,8,94,49,918,,,,,,,,,,,,,,,,,,,,,
31369,Wamuran,0,0,364,6,115,<5,37,89,130,200,141,178,29,88,15,32,0,634,<5,0,<5,0,<5,0,9,11,204,,,,,,,,,,,,,,,,,,,,,
31370,Kilcoy,<5,<5,661,7,207,<5,85,87,249,369,277,294,54,184,26,57,<5,"1,190",<5,0,5,0,<5,<5,18,13,322,,,,,,,,,,,,,,,,,,,,,
31371,Woodford - D'Aguilar,0,<5,767,8,230,5,113,139,262,457,340,381,63,228,29,85,<5,"1,406",<5,0,8,0,0,<5,36,15,371,,,,,,,,,,,,,,,,,,,,,
31372,Burpengary,<5,<5,"1,684",18,452,14,175,111,449,"1,098",849,805,180,435,38,240,<5,"2,857",6,<5,8,0,<5,<5,100,70,"1,323",,,,,,,,,,,,,,,,,,,,,
31373,Deception Bay,9,50,"2,984",31,"1,011",24,487,150,"1,336","2,177","1,799","1,844",298,"1,192",128,504,<5,"6,109",11,0,16,0,<5,9,271,117,"2,910",,,,,,,,,,,,,,,,,,,,,
31374,Morayfield,<5,<5,435,<5,135,<5,54,56,108,239,167,207,50,109,8,35,<5,724,<5,0,0,0,0,0,25,21,163,,,,,,,,,,,,,,,,,,,,,
31375,Narangba,5,11,947,13,522,20,183,114,302,"1,498","1,158","1,031",223,377,60,221,0,"1,937",<5,0,<5,<5,<5,<5,78,107,977,,,,,,,,,,,,,,,,,,,,,
31376,Upper Caboolture,<5,<5,271,<5,112,5,43,39,77,216,156,183,37,83,12,36,0,493,0,0,<5,0,<5,<5,13,14,137,,,,,,,,,,,,,,,,,,,,,
31377,Clontarf,<5,7,"1,209",7,251,6,95,134,405,592,485,521,89,365,24,120,<5,"2,094",<5,<5,<5,0,<5,5,55,38,830,,,,,,,,,,,,,,,,,,,,,
31378,Margate - Woody Point,<5,12,"1,778",19,362,<5,173,201,801,800,669,748,128,620,39,151,0,"3,350",<5,<5,9,0,<5,<5,70,48,"1,408",,,,,,,,,,,,,,,,,,,,,
31379,Redcliffe,5,6,"1,908",13,388,8,172,226,680,706,607,655,132,509,21,144,<5,"3,294",<5,<5,7,0,<5,<5,71,36,"1,315",,,,,,,,,,,,,,,,,,,,,
31380,Rothwell - Kippa-Ring,7,17,"2,929",21,661,13,278,175,810,"1,468","1,205","1,163",211,705,73,307,<5,"4,808",<5,<5,10,0,<5,<5,152,86,"1,488",,,,,,,,,,,,,,,,,,,,,
31381,Scarborough - Newport,5,8,"1,842",21,323,<5,90,396,365,511,408,522,141,316,12,85,<5,"2,660",<5,0,6,0,<5,<5,41,39,810,,,,,,,,,,,,,,,,,,,,,
31382,Albany Creek,5,5,"1,385",14,294,12,66,305,182,640,454,505,142,207,12,58,0,"1,919",<5,0,5,0,0,<5,25,81,366,,,,,,,,,,,,,,,,,,,,,
31383,Cashmere,<5,9,918,17,358,14,112,162,222,"1,024",782,728,194,261,38,104,<5,"1,555",5,0,6,0,<5,<5,51,110,606,,,,,,,,,,,,,,,,,,,,,
31384,Dayboro,0,<5,625,11,183,5,52,204,147,360,261,270,68,122,7,46,<5,983,<5,0,<5,0,<5,<5,11,23,183,,,,,,,,,,,,,,,,,,,,,
31385,Eatons Hill,<5,0,358,6,130,<5,23,85,69,296,194,237,67,65,11,29,0,531,<5,0,<5,0,<5,0,14,34,122,,,,,,,,,,,,,,,,,,,,,
31386,Hills District,<5,9,"1,854",28,459,14,103,454,335,975,744,826,237,340,24,114,<5,"2,772",5,<5,13,0,0,0,56,109,611,,,,,,,,,,,,,,,,,,,,,
31387,Samford Valley,<5,<5,735,19,179,5,49,349,111,297,224,328,95,127,12,21,<5,"1,059",<5,0,6,0,0,<5,12,38,169,,,,,,,,,,,,,,,,,,,,,
31388,Dakabin - Kallangur,7,21,"2,234",43,832,22,357,129,948,"2,486","2,071","1,853",332,966,127,555,<5,"4,762",16,<5,16,0,<5,7,208,178,"2,519",,,,,,,,,,,,,,,,,,,,,
31389,Murrumba Downs - Griffin,6,15,"1,269",31,461,13,155,175,283,"1,700","1,421","1,157",211,426,117,329,<5,"2,348",5,<5,9,0,<5,<5,95,114,"1,371",,,,,,,,,,,,,,,,,,,,,
31390,North Lakes - Mango Hill,<5,17,"1,744",52,657,15,219,248,412,"2,858","2,272","1,725",299,623,117,450,<5,"3,245",<5,0,13,0,<5,0,120,155,"2,151",,,,,,,,,,,,,,,,,,,,,
